codigo_ibge,municipio,uf,dia,mes,data_referencia,criterio,confianca,campo_origem,frase_origem,fonte_historico,status_consulta
1100015,Alta Floresta D'Oeste,RO,20,5,20/05/1986,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação Alta Floresta D’Oeste, pela Lei Estadual n.º 104, de 20-05-1986, desmembrado município de Costa Marques.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100023,Ariquemes,RO,11,10,11/10/1977,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Ariquemes, pela Lei Federal n.º 6.448, de 11-10-1977, desmembrado do município de Porto Velho, Rondônia e sede no antigo distrito de Ariquemes.",Ariquemes (RO). Prefeitura. 2017. Disponível em: http://ariquemes.ro.gov.br. Acesso em: maio 2017.,ok
1100031,Cabixi,RO,6,7,06/07/1988,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Cabixi, pela Lei Estadual n.º 208, de 06-07-1988, desmembrado do município de Colorado do Oeste.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100049,Cacoal,RO,11,10,11/10/1977,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Cacoal, pela Lei Federal n.º 6.448, de 11-10-1977, desmembrado do município de Porto Velho.",Cacoal (RO). Prefeitura. [2017].,ok
1100056,Cerejeiras,RO,5,8,05/08/1983,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Cerejeiras, pela Lei Estadual n.º 71, 05-08-1983, alterado em seus limites pelo Decreto Estadual n.º 1.396, de 10-08-1983, desmembrado do município de Colorado do Oeste.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100064,Colorado do Oeste,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Colorado do Oeste, pela Lei Federal n.º 6.921, de 16-06-1981, desmembrado do município de Vilhena.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100072,Corumbiara,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Corumbiara, pela Lei Estadual n.º 377, de 13-02-1992, desmembrado dos municípios de Colorado do Oeste e Vilhena.",Prefeitura Municipal http://www.corumbiara.ro.gov.br,ok
1100080,Costa Marques,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado á categoria de município com a denominação de Costa Marques, pela Lei Federal n.º 6.921, de 16-06-1981, desmembrado do município de Guajará-Mirim.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100098,Espigão D'Oeste,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Espigão D’Oeste, pela Lei Federal n.º 6.921, de 16-06-1981, desmembrado de Pimenta Bueno.",Prefeitura Municipal http://www.prefeituraespigaodooeste.ro.gov.br,ok
1100106,Guajará-Mirim,RO,12,7,12/07/1928,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Guajará Mirim, pela Lei do Estado de Mato Grosso n.º 991, de 12-07-1928, é desmembrado do município de Santo Antônio do Rio da Madeira.",GUAJARÁ-MIRIM (RO). Prefeitura. Disponível em: www.guajaramirim.ro.gov.br. Acesso em: 04 mar. 2020.,ok
1100114,Jaru,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Jaru, pela Lei 6.921, de 16-06-1981, desmembrado do município de Ariquemes.",Confederação Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: jun. 2011.,ok
1100122,Ji-Paraná,RO,11,10,11/10/1977,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Ji-Paraná, pela Lei Federal n.º 6.448, de 11-10-1977, desmembrado do município de Porto Velho.",JI-PARANÁ (RO) Prefeitura. Disponível em: http://www.ji-parana.ro.gov.br. Acesso em: jun. 2011.,ok
1100130,Machadinho D'Oeste,RO,11,5,11/05/1988,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Machadinho D’Oeste, pela Lei Municipal n.º 198, de 11-05-1988, desmembrado dos municípios de Ariquemes, Jaru e Ji-Paraná.",Confederação Nacional dos Municípios http://www.cnm.org.br,ok
1100148,Nova Brasilândia D'Oeste,RO,19,6,19/06/1988,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Nova Brasilândia D’Oeste, pela Lei Estadual n.º 157, de 19-06-1988, desmembrado Presidente Médici.",Confederação Nacional dos Municípios http://www.cnm.org.br,ok
1100155,Ouro Preto do Oeste,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Ouro Preto do Oeste, pela Lei n.º 6.921, de 16-06-1981, desmembrado de Ji-Paraná.",Prefeitura Municipal,ok
1100189,Pimenta Bueno,RO,11,10,11/10/1977,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Pimenta Bueno, pela Lei Federal n.º 6.448, de 11-10-1977, desmembrado de Porto Velho.",Prefeitura Municipal http://www.pimentabueno.ro.gov.br,ok
1100205,Porto Velho,RO,2,10,02/10/1914,elevacao_vila,alta,formacao_administrativa,"Elevada à categoria de vila e município com a denominação de Porto Velho, pela Lei Estadual n.º 757, de 02-10-1914, desmembrada da vila de Humaitá.",PORTO VELHO (RO). Prefeitura. Disponível em: http://www.portovelho.ro.gov.br/. Acesso em: jun. 2011.,ok
1100254,Presidente Médici,RO,16,6,16/06/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Presidente Médici, pela Lei n.º 6.921, de 16-06-1981, desmembrado do município de Ji-Paraná.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100262,Rio Crespo,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Rio Crespo, pela Lei Estadual n.º 376, de 13-02-1992, desmembrado de Ariquemes.",Prefeitura Municipal http://www.riocrespo.ro.gov.br,ok
1100288,Rolim de Moura,RO,5,8,05/08/1983,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Rolim de Moura, pelo Decreto-lei Estadual n.º 071, de 05-08-1983, desmembrado de Cacoal.",Confederação Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: jun. 2011.,ok
1100296,Santa Luzia D'Oeste,RO,11,5,11/05/1986,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Santa Luzia D’Oeste, pela Lei Estadual n.º 100, de 11-05-1986, alterados em seus limites pelas Leis Estaduais n.º 5, 187 e 188, de 22-12-1987 e 199, de 02-06-1988, desmembrado dos municípios de Rolim de Moura e Pimenta Bueno.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100304,Vilhena,RO,11,10,11/10/1977,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Vilhena, pela Lei Federal n.º 6.448, de 11-10-1977, desmembrado de Porto Velho e Guajará-Mirim.",Confederação Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: jun. 2011.,ok
1100320,São Miguel do Guaporé,RO,6,7,06/07/1988,elevacao_municipio,media,formacao_administrativa,"Elevado á categoria de município com a denominação de São Miguel do Guaporé, pela Lei Estadual n.º 200, de 06-07-1988, alterada em seus limites, pela Lei Estadual n.º 206, de 06-07-1988, desmembrado município de Costa Marques.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100338,Nova Mamoré,RO,15,6,15/06/1988,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Vila Nova de Mamoré, pela Lei Estadual n.º 202, de 15-06-1988, alterada em seus limites, pela Lei Estadual n.º 207, de 06-07-1988, desmembrado Guajará-Mirim.",Nova Mamoré (RO). Prefeitura. 2017. Disponível em: http://www.novamamore.ro.gov.br/municipio/historico. Acesso em: maio 2017.,ok
1100346,Alvorada D'Oeste,RO,20,5,20/05/1986,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação Alvorada D’Oeste, pela Lei Estadual n.º 103, de 20-05-1986, desmembrado do município de Presidente Médici.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100379,Alto Alegre dos Parecis,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Alto Alegre dos Parecis, pela Lei Estadual n.º 570, de 22-06-1994, desmembrado de Alta Floresta D’Oeste e Cerejeiras.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100403,Alto Paraíso,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação Alto Paraíso, pela Lei n.º 375, de 13-02-1992, desmembrado do município de Ariquemes.",Prefeitura Municipal http://www.pmaltoparaiso.ro.gov.br,ok
1100452,Buritis,RO,27,12,27/12/1995,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Buritis, pela Lei Estadual n.º 649, de 27-12-1995, desmembrado dos municípios de Campo Novo de Rondônia e Porto Velho.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100502,Novo Horizonte do Oeste,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação Cacaieiros, pela Lei Estadual n.º 365, de 13-02-1992, desmembrado do município de Rolim de Moura.",Confederação Nacional dos Municípios http://www.cnm.org.br,ok
1100601,Cacaulândia,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Cacaulândia, pela Lei Estadual n.º 374, de 208, de 13-02-1992, desmembrado do município de Ariquemes.",Prefeitura Municipal http://www.cacaulandia.ro.gov.br,ok
1100700,Campo Novo de Rondônia,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Campo Novo do Rondônia, pela Lei Estadual n.º 379, de 13-02-1992, desmembrado de Porto Velho.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100809,Candeias do Jamari,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Candeias do Jamari, pela Lei Estadual n.º 363, de 13-02-1992, desmembrado do município de Porto Velho.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100908,Castanheiras,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Castanheiras, pela Lei Estadual n.º 366, de 13-02-1992, desmembrado do Município de Rolim de Moura.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1100924,Chupinguaia,RO,27,12,27/12/1995,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Chupinguaia, pela Lei Estadual n.º 643, de 27-12-1995, desmembrado dos municípios de Vilhena, Pimenta Bueno e Corumbiara.",Prefeitura Municipal,ok
1100940,Cujubim,RO,20,5,20/05/1995,instalacao,baixa,formacao_administrativa,Instalado em 20-05-1995.,Cujubim (RO). Prefeitura. 2017. Disponível em: http://www.cujubim.ro.gov.br/municipio/dados-do-municipio. Acesso em: maio 2017.,ok
1101005,Governador Jorge Teixeira,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Governador Jorge Teixeira, pela Lei n.º 373, de 13-02-1992, desmembrado do município de Jaru.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101104,Itapuã do Oeste,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Jamari, pela Lei Estadual n.º 364, de 13-02-1992, desmembrado do município de Porto Velho e Ariquemes.",Prefeitura Municipal,ok
1101203,Ministro Andreazza,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Ministro Andreazza, pela Lei Estadual n.º 372, de 13-02-1992, desmembrado de Cacoal.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101302,Mirante da Serra,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Mirante da Serra, pela Lei Estadual n.º 369, de 13-02-1992, desmembrado de Ouro Preto do Oeste.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101401,Monte Negro,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Monte Negro, pela Lei Estadual n.º 378, de 13-02-1992, alterado em seus limites pela Lei Estadual n.º 530, de 16-12-1991, desmembrado de Ariquemes.",Prefeitura Municipal http://www.montenegro.ro.gov.br,ok
1101435,Nova União,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Nova União, pela Lei Estadual n.º 566, de 22-06-1994, desmembrado de Ouro Preto do Oeste.",Prefeitura Municipal http://www.novauniao.ro.gov.br,ok
1101450,Parecis,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado á categoria de município e distrito com a denominação de Parecis, pela Lei Estadual n.º 573, de 22-06-1994, desmembrado de Pimenta Bueno.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101468,Pimenteiras do Oeste,RO,27,12,27/12/1995,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Pimenteiras do Oeste, pela Lei Estadual n.º 645, de 27-12-1995, desmembrado de Cerejeiras e Cabixi.",Prefeitura Municipal,ok
1101476,Primavera de Rondônia,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Primavera de Rondônia, pela Lei Estadual n.º 569, de 22-06-1994, desmembrado do município de Pimenta Bueno.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101484,São Felipe D'Oeste,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de São Felipe D’Oeste, pela Lei Estadual n.º 567, de 22-06-1994, desmembrado de Pimenta Bueno.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101492,São Francisco do Guaporé,RO,27,12,27/12/1995,elevacao_municipio,media,formacao_administrativa,"Elevado á categoria de município e distrito com a denominação de São Francisco do Guaporé, pela Lei Estadual n.º 644, de 27-12-1995, alterada em seus limites pela Lei Estadual n.º 771, de 07-04-1998, desmembrado do município de Costa Marques e Seringueiras.",Prefeitura Municipal,ok
1101500,Seringueiras,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Seringueiras, pela Lei Estadual n.º 370, de 13-02-1992, desmembrado de dos municípios de São Miguel do Guaporé e Costa Marques.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101559,Teixeirópolis,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Teixeirópolis, pela Lei Estadual n.º 571, de 22-06-1994, desmembrado de Ouro Preto do Oeste.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101609,Theobroma,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Theobroma, pela Lei Estadual n.º 371, de 13-02-1992, desmembrado do município de Jaru.",Prefeitura Municipal http://www.theobroma.ro.gov.br,ok
1101708,Urupá,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Urupá, pela Lei Estadual n.º 368, de 13-02-1992, desmembrado de Ouro Preto do Oeste.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1101757,Vale do Anari,RO,22,6,22/06/1994,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Vale do Anari, pela Lei Estadual n.º 572, de 22-06-1994, desmembrado de Machadinho do Oeste.",Prefeitura Municipal http://www.valedoanari.ro.gov.br,ok
1101807,Vale do Paraíso,RO,13,2,13/02/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Vale do Paraíso, pela Lei Estadual n.º 367, de 13-02-1992, desmembrado de Ouro Preto do Oeste.",Prefeitura Municipal http://www.valedoparaiso.ro.gov.br,ok
1200013,Acrelândia,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Acrelândia, pela Lei Estadual n.º 1.025, de 28-04-1992.",Prefeitura Municipal,ok
1200054,Assis Brasil,AC,,,,nao_identificado,sem_data,,,Prefeitura Municipal http://www.assisbrasil.ac.gov.br,ok
1200104,Brasiléia,AC,21,12,21/12/1938,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Brasília, pelo Decreto-Lei Federal n.º 968, de 21-12-1938, desmembrado dos municípios de Xapuri e Sena Madureira.",Prefeitura Municipal http://www.brasileia.ac.cnm.org.br,ok
1200138,Bujari,AC,28,12,28/12/1882,fundacao,alta,historico,"A origem de Bujari está ligada, comercialmente, ao Extrativismo Vegetal, sendo que o mesmo era uma colocação de seringas chamada 'Bujari' e que pertencia ao Seringal Empresa fundado pelo cearense Neutel Maia, em 28 de dezembro de 1882.",Confederação Nacional de Municípios: http://www.cnm.org.br,ok
1200179,Capixaba,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Capixaba, pela Lei Estadual n.º 1.027, de 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.062, de 09-12-1992, desmembrado de Rio Branco e Xapuri.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1200203,Cruzeiro do Sul,AC,28,9,28/09/1904,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Cruzeiro do Sul (ex-povoado de Centro Brasileiro), pelo Decreto do prefeito n.º 8, de 28-09-1904.",CRUZEIRO DO SUL (AC). Prefeitura. Disponível em: http://www.cruzeirodosul.ac.gov.br. Acesso em: abr. 2011.,ok
1200252,Epitaciolândia,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado novamente à categoria de município com a denominação de Epitaciolândia, pela Lei Estadual n.º 1.026, de 28-04-1992.",Prefeitura Municipal,ok
1200302,Feijó,AC,13,5,13/05/1906,elevacao_vila,alta,historico,"Após alguns anos o seringal tornou-se um vilarejo, e aos 13 de maio de 1906, foi elevado a categoria de vila sob a denominação de Feijó, em homenagem ao Pe.",Prefeitura Municipal http://www.feijo.ac.gov.br 	Confederação Nacional de Municípios www.cnm.org.br,ok
1200328,Jordão,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Jordão, pela Lei Estadual n.º 1.034, de 28-04-1992, alterado em seus limites, pela Lei Estadual n.º 1.069, de 09-12-1992.",Prefeitura Municipal http://www.jordao.ac.gov.br,ok
1200336,Mâncio Lima,AC,1,3,01/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação Mâncio de Lima, pela Constituição Estadual de 01-03-1963, desmembrado de Cruzeiro do Sul.",Prefeitura Municipal www.manciolima.ac.gov.br,ok
1200344,Manoel Urbano,AC,1,3,01/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação Manoel Urbano, pela Constituição do Acre de 01-03-1963, desmembrado de Sena Madureira.",Confederação Nacional de Municípios www.cnm.org.br,ok
1200351,Marechal Thaumaturgo,AC,1,3,01/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Marechal Thaumaturgo, pela Constituição Estadual de 01-03-1963, desmembrado de Cruzeiro do Sul.",Confederação Nacional de Municípios www.cnm.org.br,ok
1200385,Plácido de Castro,AC,1,3,01/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Plácido de Castro, pela Lei Constituição Estadual de 01-03-1963, desmembrado de Rio Branco.",Prefeitura Municipal http://www.placidodecastro.ac.cnm.org.br,ok
1200393,Porto Walter,AC,1,1,01/01/1993,instalacao,baixa,formacao_administrativa,Instalado em 01-01-1993.,Confederação Nacional de Municípios http://www.cnm.org.br,ok
1200401,Rio Branco,AC,22,8,22/08/1904,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Volta da Empresa, pelo Decreto do Prefeito n.º 3, de 22-08-1904.","RIO BRANCO (AC). Prefeitura. Disponível em: http://www.riobranco.ac.gov.br. Acesso em: abr. 2011.
Confederação Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: abr. 2011.",ok
1200427,Rodrigues Alves,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Rodrigues Alves, pela Lei Estadual n.º 1.032, de 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.067, de 09-12-1992, desmembrado de Cruzeiro do Sul e Mâncio Lima.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1200435,Santa Rosa do Purus,AC,28,4,28/04/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Santa Rosa do Purus, pela Lei Estadual n.º 1.028, 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.063, de 09-12-1992, desmembrado de Manoel Urbano.",Prefeitura Municipal http://www.santarosadopurus.ac.cnm.org.br,ok
1200450,Senador Guiomard,AC,1,3,01/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Senador Guiomard, pela Constituição Estadual de 01-03-1963, desmembrado de Rio Branco.",Confederação Nacional de Municípios http://www.cnm.org.br,ok
1200500,Sena Madureira,AC,25,9,25/09/1904,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Sena Madureira, por Ato do Prefeito de 25-09-1904.",Sena Madureira (AC). CONFEDERAÇÃO Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: abr. 2011.,ok
1200609,Tarauacá,AC,24,4,24/04/1913,instalacao,baixa,formacao_administrativa,Instalado em 24-04-1913.,TARAUACÁ (AC). Prefeitura. Disponível em: Municipal http://www.tarauaca.ac.gov.br. Acesso em: abr. 2011.,ok
1200708,Xapuri,AC,22,8,22/08/1904,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Xapuri ex-Mariscal Sucre, pelo Decreto do Prefeito n.º 3, de 22-08-1904, desmembrado do antigo departamento do Alto Acre.",Prefeitura Municipal http://www.xapuri.ac.gov.br,ok
1200807,Porto Acre,AC,3,1,03/01/1899,fundacao,alta,historico,"Fundada em 3 de janeiro de 1899 pelo Ministro Plenipotenciário José Paravicini, sob a égide do Presidente da República da Bolívia, com o nome de Puerto Alonso.",Prefeitura Municipal http://pmportoacre.com.br,ok
1300029,Alvarães,AM,10,2,10/02/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Alvarães, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art.",ALVARÃES (AM). Prefeitura. [200?].,ok
1300060,Amaturá,AM,30,7,30/07/1960,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Amataurá, pela Lei Estadual n.º 50, de 30-07-1960, desmembrado do município de São Paulo de Olivença.",AMATURÁ (AM). Prefeitura. [200?].,ok
1300086,Anamã,AM,10,2,10/02/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Anamã, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art.",ANAMÃ (AM). Prefeitura. Disponível em: https://anama.am.gov.br/historico/. Acesso em: 12 mar. 2025.,ok
1300102,Anori,AM,29,12,29/12/1956,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Anori, pela Lei Estadual n.º 117, de 29-12-1956, desmembrado do município de Codajás.",ANORI (AM). Câmara Municipal. Disponível em: https://camaraanori.am.gov.br/historia/. Acesso em: 12 mar. 2025.,ok
1300144,Apuí,AM,30,12,30/12/1987,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município pela Lei n.º 826, de 30-12-1987, desmembrado de Novo Aripuanã.",Apuí (AM). Prefeitura. [200?].,ok
1300201,Atalaia do Norte,AM,19,12,19/12/1955,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Atalaia do Norte, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado do município de Benjamim Constant.","ATALAIA DO NORTE (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 14. p. 103-104. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_14.pdf. Acesso em: 12 mar. 2025.",ok
1300300,Autazes,AM,19,12,19/12/1955,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Ambrósio Aires, pela Lei Estadual n.º 96, de 19-12-1955, desmembrado dos municípios de Itacoatiara e Borba.","AUTAZES (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 14. p. 105-106. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_14.pdf. Acesso em: 28 nov. 2023.",ok
1300409,Barcelos,AM,6,5,06/05/1758,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Barcelos, em 06-05-1758.",Barcelos (AM). Prefeitura. 2012. Disponível em: www.barcelos.am.gov.br. Acesso em: mar. 2012.,ok
1300508,Barreirinha,AM,9,6,09/06/1881,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Barreirinha, pela Lei n.º 539, de 09-06-1881, desmembrado de Parintins.",Barreirinha (AM). Prefeitura.,ok
1300607,Benjamin Constant,AM,29,1,29/01/1898,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Benjamin Constant, pela Lei Estadual n.º 191, de 29-01-1898, desmembrado do município de São Paulo de Olivença.","BENJAMIN CONSTANT (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 14. p. 115-116. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_14.pdf. Acesso em: 23 jul. 2024.",ok
1300631,Beruri,AM,10,12,10/12/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Beruri, pela Emenda Constitucional n.º 12, De 10-12-1981 (ART.",Confederação Nacional de Municípios. 2011. Disponível em: http://www.cnm.org.br. Acesso em: dez. 2011.,ok
1300680,Boa Vista do Ramos,AM,10,2,10/02/1981,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Boa Vista do Ramos, pela Emenda Constitucional n.º 12, de 10-02-1981 (Art.",Confederação Nacional de Municípios. 2011. Disponível em: http://www.cnm.org.br. Acesso em: dez. 2011.,ok
1300706,Boca do Acre,AM,2,5,02/05/1934,elevacao_vila,alta,formacao_administrativa,"Por força do Ato n.° 3.462, de 2 de maio de 1934, a sede municipal de Floriano Peixoto transferiu-se para o distrito de Boca do Acre, cuja sede foi elevada à categoria de vila, em face de Ato n.° 3.331, de 27 de março do mesmo ano.",Biblioteca Virtual do Amazonas.  2012.  Disponível em: www.bv.am.gov.br/portal/conteudo/municipios.  Acesso em: mar. 2012.,ok
1300805,Borba,AM,3,3,03/03/1755,elevacao_vila,alta,formacao_administrativa,"Elevada à categoria de vila com a denominação de Borba, em 03-03-1755.","BORBA (AM). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1957. v. 14. p. 122-123. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_14.pdf. Acesso em: 12 nov. 2024.",ok
1300839,Caapiranga,AM,15,2,15/02/1786,fundacao,alta,historico,"Em 15 de fevereiro de 1786, foi fundada com o nome de Manacapuru uma aldeia no local onde havia uma comunidade de índios Muras.",Caapiranga (AM). Prefeitura. 2011. Disponível em: http://www.caapiranga.am.gov.br. Acesso em: dez. 2011.,ok
