codigo_ibge,municipio,uf,dia,mes,data_referencia,criterio,confianca,campo_origem,frase_origem,fonte_historico,status_consulta
2414704,Várzea,RN,20,12,20/12/1959,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Várzea, pela Lei Estadual n.º 2.586, de 20-12-1959, desmembrado do município de Goianinha.","Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte – IDEMA.  Perfil do Seu Município: Várzea. v. 10, p. 6, 2008. Disponível em: <http://adcon.rn.gov.br/ACERVO/idema/DOC/DOC000000000013799.PDF>. Acesso em: 14 ago. 2026.",ok
2414753,Venha-Ver,RN,26,6,26/06/1992,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Venha-Ver, pela Lei Estadual n.º 6.302, de 26-06-1992, desmembrado de São Miguel.","Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte – IDEMA.  Perfil do Seu Município: Venha Ver. v.10 p. 6, 2008. Disponível em: <http://adcon.rn.gov.br/ACERVO/idema/DOC/DOC000000000013798.PDF>. Acesso em: 14 ago. 2026.",ok
2414803,Vera Cruz,RN,26,3,26/03/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Vera Cruz, pela Lei Estadual n.º 2.850, de 26-03-1963, desmembrado de São José de Mipibu.","Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte – IDEMA. Perfil do Seu Município: Vera Cruz. V.10 p.1-22, 2008. Disponível em: <http://adcon.rn.gov.br/ACERVO/idema/DOC/DOC000000000013797.PDF>. Acesso em: 28 jul. 2026.",ok
2414902,Viçosa,RN,28,12,28/12/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Viçosa, pela Lei Estadual n.º 3.045, de 28-12-1963, desmembrado de São Miguel.","Instituto de Desenvolvimento Sustentável e Meio Ambiente do Rio Grande do Norte – IDEMA. Perfil do Seu Município: Viçosa V.10 p.1-22, 2008. Disponível em: <http://adcon.rn.gov.br/ACERVO/idema/DOC/DOC000000000013796.PDF>. Acesso em: 28 jul. 2026.",ok
2415008,Vila Flor,RN,11,4,11/04/1833,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Vila Flor, por Carta Régia de 1769 e Resolução do Conselho de 11-04-1833.",VILA FLOR (RN). Prefeitura. 2017. Disponível em: http://www.vilaflor.rn.gov.br/pagina-exemplo. Acesso em: nov. 2017.,ok
2500106,Água Branca,PB,24,9,24/09/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Água Branca pela lei estadual nº 2163, de 24-09-1959, desmembrado de Princesa Isabel.",IBGE,ok
2500205,Aguiar,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Aguiar pela lei estadual nº 2669, de 22-12-1961, desmembrado de Piancó.",IBGE,ok
2500304,Alagoa Grande,PB,21,10,21/10/1865,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Alagoa Grande, pela lei provincial nº 129, de 21-10-1865, desmembrado de Areia.",IBGE,ok
2500403,Alagoa Nova,PB,5,9,05/09/1850,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Alagoa Nova, pela lei provincial nº 10, de 05-09-1850, desmembrado de Campina Grande.",IBGE,ok
2500502,Alagoinha,PB,31,12,31/12/1953,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Alagoinha pela lei estadual nº 979, de 31-12-1953, desmembrado de Guarabira.",IBGE,ok
2500536,Alcantil,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Alcantil, pela lei estadual nº 5926, de 29-04-1994, desmembrado de Boqueirão.",IBGE,ok
2500577,Algodão de Jandaíra,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Algodão de Jandaíra, pela lei estadual nº 5928, de 29-04-1994, desmembrado de Remígio.",IBGE,ok
2500601,Alhandra,PB,24,4,24/04/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Alhandra, pela lei estadual nº 2063, de 24-04-1959, desmembrado de João Pessoa.",IBGE,ok
2500700,São João do Rio do Peixe,PB,8,10,08/10/1881,elevacao_vila,alta,historico,"Elevado a categoria de vila com a denominação de São João do Rio do Peixe, pela lei provincial nº 727, de 08-10-1881, desmembrado de Sousa.",IBGE,ok
2500734,Amparo,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Amparo, pela lei estadual nº 5984, de 29-04-1994, desmembrado de Sumé.",IBGE,ok
2500775,Aparecida,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Aparecida, pela lei estadual nº 5896, de 29-04-1994, desmembrado de Souza.",IBGE,ok
2500809,Araçagi,PB,22,7,22/07/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Araçagi, pela lei estadual nº 2147, de 22-07-1959, desmembrado de Guarabira.",IBGE,ok
2500908,Arara,PB,1,12,01/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Arara, pela lei estadual nº 2602, de 01-12-1961, desmembrado de Serraria.",IBGE,ok
2501005,Araruna,PB,10,7,10/07/1876,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Araruna, pela lei provincial nº 616, de 10-07-1876, desmembrado de Bananeiras.",IBGE,ok
2501104,Areia,PB,30,8,30/08/1818,instalacao,baixa,historico,Instalado em 30-08-1818.,IBGE,ok
2501153,Areia de Baraúnas,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Areia de Baraúnas, pela lei estadual nº 5923, de 29-04-1994, desmembrado de Passagem.",IBGE,ok
2501203,Areial,PB,5,12,05/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Areial, pela lei estadual nº 2606, de 05-12-1961, desmembrado de Esperança.",IBGE,ok
2501302,Aroeiras,PB,2,12,02/12/1953,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Aroeiras, pela lei estadual nº 980, de 02-12-1953, desmembrado de Umbuzeiro.",IBGE,ok
2501351,Assunção,PB,1,1,01/01/1997,instalacao,baixa,historico,Instalado em 01-01-1997.,IBGE,ok
2501401,Baía da Traição,PB,2,1,02/01/1962,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Baia da Traição, pela lei estadual nº 2748, de 02-01-1962, desmembrado de Mamaguape.",IBGE,ok
2501500,Bananeiras,PB,9,5,09/05/1833,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Bananeiras, pela resolução do conselho do Governo e sede municipal de 09-05-1833.",IBGE,ok
2501534,Baraúna,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Baraúna, pela lei estadual nº 5899, de 29-04-1994, desmembrado de Picuí.",IBGE,ok
2501575,Barra de Santana,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Barra de Santana, pela lei estadual nº 5925, de 29-04-1994, desmembrado de Boqueirão.",IBGE,ok
2501609,Barra de Santa Rosa,PB,8,8,08/08/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Barra de Santa Rosa, pela lei estadual nº 2108, de 08-08-1959, desmembrado de Cuité.",IBGE,ok
2501708,Barra de São Miguel,PB,14,12,14/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Barra de São Miguel, pela lei estadual nº 2623, de 14-12-1961, desmembrado de Cabaceiras.",IBGE,ok
2501807,Bayeux,PB,28,7,28/07/1959,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Bayeux, pela Lei Estadual n.º 2.148, de 28-07-1959, sendo desmembrado de Santa Rita.",Bayeux (PB). Prefeitura. 2015. Disponível em: < http://www.bayeux.pb.gov.br/index.php/historia/>. Acesso em: ago. 2015.,ok
2501906,Belém,PB,6,9,06/09/1957,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Belém, pela lei estadual nº 1752, de 06-09-1957, desmembrado de Caiçara.",IBGE,ok
2502003,Belém do Brejo do Cruz,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Belém do Brejo do Cruz, pela lei estadual nº 2674, de 22-12-1961, desmembrado de Brejo do Cruz.",IBGE,ok
2502052,Bernardino Batista,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Bernardino Batista, pela lei estadual nº 5929, de 29-04-1994, desmembrado de Triunfo.",IBGE,ok
2502102,Boa Ventura,PB,14,7,14/07/1832,fundacao,alta,historico,"São Boa Ventura, foi fundada no dia 14 de Julho de 1832, pelo comandante FRANCISCO DINIZ DE LACERDA.",IBGE,ok
2502151,Boa Vista,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Boa Vista., pela lei estadual nº 5884, de 29-04-1994, desmembrado de Campina Grande.",IBGE,ok
2502201,Bom Jesus,PB,5,11,05/11/1963,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Bom Jesus, pela lei estadual nº 3096, de 05-11-1963, desmembrado de Cajazeiras.",IBGE,ok
2502300,Bom Sucesso,PB,17,6,17/06/1963,elevacao_municipio,media,historico,"Gentílico: bom-sucessense Formação Administrativa Elevado à categoria de município com a denominação de Bom Sucesso, pela lei estadual nº 3049, de 17-06-1963, desmembradao de Jericó.",IBGE,ok
2502409,Bonito de Santa Fé,PB,15,11,15/11/1938,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Bonito, pela lei estadual nº 1164, de 15-11-1938, desmembrado de Jatobá.",IBGE,ok
2502508,Boqueirão,PB,30,4,30/04/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Carnoió, pela lei estadual nº 2078, de 30-04-1959, desmembrado de Cabaceiras.",IBGE,ok
2502607,Igaracy,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Boqueirão dos Couxos, pela lei estadual nº 2681, de 22-12-1961, desmembrado de Piancó.",IBGE,ok
2502706,Borborema,PB,18,5,18/05/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Borborema, pela lei estadual nº 2133, de 18-05-1959, desmembrado de Bananeiras.",IBGE,ok
2502805,Brejo do Cruz,PB,28,2,28/02/1859,instalacao,baixa,historico,"Em 28 de fevereiro de 1859, foi instalada pela Presidência da Província uma sub-delegacia de Polícia.",IBGE,ok
2502904,Brejo dos Santos,PB,3,6,03/06/1965,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Brejo dos Santos pela lei estadual nº 3320, de 03-06-1965, desmembrado de Catolé do Rocha.",IBGE,ok
2503001,Caaporã,PB,27,12,27/12/1963,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Caaporã, pela lei estadual nº 3130, de 27-12-1963, desmembrada de Pedras de Fogo.",IBGE,ok
2503100,Cabaceiras,PB,21,7,21/07/1834,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Vila Federal de Cabaceiras, pela Resolução do Conselho do Governo de 21-07-1834, confirmado pela lei provincial nº 11, de 04-06-1835, desmembrado de Campina Grande.",IBGE,ok
2503209,Cabedelo,PB,17,3,17/03/1908,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Cabedelo, pela Lei Estadual n.º 283, de 17-03-1908, sendo desmembrado do município de Paraíba.",CABEDELO (PB). Prefeitura. 2015. Disponível em: http://www.cabedelo.pb.gov.br/cidade_origem_historia.asp. Acesso em: ago. 2015.,ok
2503308,Cachoeira dos Índios,PB,26,11,26/11/1961,elevacao_municipio,media,historico,"Elevado à categoria de município e distrito com a denominação de Cachoeira dos Índios, pela lei estadual, de 26-11-1961, desmembrado de Cajazeiras.",IBGE,ok
2503407,Cacimba de Areia,PB,26,12,26/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município e distrito com a denominação de Cacimba de Areia, pela lei estadual, nº 2689, de 26-12-1961, desmembrado de Patos.",IBGE,ok
2503506,Cacimba de Dentro,PB,3,6,03/06/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Cacimba do Dentro, pela lei estadual nº 2138, de 03-06-1959, desmembra do Araruna.",IBGE,ok
2503555,Cacimbas,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Gentílico: cacimbense Formação Administrativa Elevado à categoria de município com a denominação de Cacimbas, pela lei estadual nº 5905, de 29-04-1994, desmembra do Desterro.",IBGE,ok
2503605,Caiçara,PB,6,12,06/12/1883,elevacao_vila,alta,historico,"Gentílico: caiçarense Formação Administrativa Elevado à categoria de vila com a denominação de Caiçara, pela lei provincial nº 758, de 06-12-1883.",IBGE,ok
2503704,Cajazeiras,PB,22,11,22/11/1863,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Cajazeiras, pela Lei Provincial n.º 92, de 22-11-1863, sendo desmembrado de Souza.",Cajazeiras (PB). Prefeitura. 2015. Disponível em: http://cajazeiras.pb.gov.br/historia_do_municipio/. Acesso em: ago. 2015.,ok
2503753,Cajazeirinhas,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Cajazeirinhas pela lei estadual nº 5898 de 29-04-1994, desmembrado de Pombal.",IBGE,ok
2503803,Caldas Brandão,PB,13,1,13/01/1965,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Caldas de Brandão, pela lei estadual nº 3255, de 13-01-1965, desmembrado de Pilar.",IBGE,ok
2503902,Camalaú,PB,12,12,12/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Camalaú, pela lei estadual nº 2617, de 12-12-1961, desmembrado de Monteiro.",IBGE,ok
2504009,Campina Grande,PB,25,8,25/08/1788,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Vila Nova da Rainha, por ordem do governo em 25-08-1788.",Campina Grande (PB). Prefeitura. 2010.,ok
2504033,Capim,PB,29,4,29/04/1994,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Capim, pela Lei Estadual nº 5917, de 29-04-1994, alterado pela Lei Estadual nº 6425, de 27-12-1996, desmembrado de Mamanguape.","Prefeitura Municipal de Capim (PB).
IBGE",ok
2504074,Caraúbas,PB,20,2,20/02/1891,elevacao_vila,alta,historico,"Porém em 1856 Caraúbas sofre com o cólera que faz muitas vítimas, enche a igrejinha do Rosário de sepulturas e motiva a construção de outra igreja (de São Pedro) e de um cemitério; a comunidade regenera-se em 20 de fevereiro de 1891, por decreto do governo Republicano Provisório é elevada à categoria de vila.",IBGE,ok
2504108,Carrapateira,PB,1,2,01/02/1937,elevacao_vila,alta,historico,"O Sítio Carrapateira é elevado à categoria de vila pelo então prefeito de São José de Piranhas Malaquias Barbosa, ocasião esta da construção das primeiras ruas em 01 de fevereiro de 1937.",www.cnm.org.br,ok
2504157,Casserengue,PB,1,1,01/01/1997,instalacao,baixa,historico,Instalado em 01-01-1997.,IBGE,ok
2504207,Catingueira,PB,15,7,15/07/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Catingueira, pela lei estadual nº 1144, de 15-07-1959, desmembrado de Piancó.",IBGE,ok
2504306,Catolé do Rocha,PB,26,5,26/05/1835,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Vila Federal de Catolé do Rocha, pela Lei Provincial n.º 5, de 26-05-1835.",CATOLÉ DO ROCHA (PB). Prefeitura. Disponível em: https://catoledorocha.pb.gov.br/a_cidade/historia. Acesso em: 17 dez. 2024.,ok
2504355,Caturité,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Caturité, pela lei estadual nº 5900, de 29-04-1994, desmembrado de Boqueirão.",IBGE,ok
2504405,Conceição,PB,9,10,09/10/1866,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Vila Federal de Conceição, pela lei provincial nº 255, de 09-10-1866, desmembrado de Misericórdia.",IBGE,ok
2504504,Condado,PB,18,12,18/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Condado, pela lei estadual nº 2627, de 18-12-1961, desmembrado de Malta.",IBGE,ok
2504603,Conde,PB,18,11,18/11/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Conde, pela Lei Estadual n.º 3.107, de 18-11-1963, desmembrado de João Pessoa.",Conde (PB). Prefeitura. 2017. Disponível em: http://conde.pb.gov.br/a-cidade/spectos-historicos. Acesso: em maio 2017.,ok
2504702,Congo,PB,24,4,24/04/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Congo, pela lei estadual nº 2064, de 24-04-1959, desmembrado de São João do Cariri.",IBGE,ok
2504801,Coremas,PB,30,12,30/12/1953,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Coremas, pela lei estadual nº 1005, de 30-12-1953, desmembrado de Piancó.",IBGE,ok
2504850,Coxixola,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Coxixola, pela lei estadual nº 5910, de 29-04-1994, desmembrado de Serra Branca.",IBGE,ok
2504900,Cruz do Espírito Santo,PB,7,3,07/03/1896,elevacao_vila,alta,historico,"Gentílico: santo espírito-santense Formação Administrativa Elevado à categoria de vila com a denominação de Espírito Santo, pela lei estadual nº 40 de 07-03-1896.",IBGE,ok
2505006,Cubati,PB,30,4,30/04/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Cubati, pela lei estadual nº 2076, de 30-04-1959, desmembrado de Picuí.",IBGE,ok
2505105,Cuité,PB,18,12,18/12/1936,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Serra do Cuitê, pela lei estadual nº 99 de 18-12-1936, desmembrado de Picuí.",IBGE,ok
2505204,Cuitegi,PB,26,12,26/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Cuitegi, pela lei estadual nº 2685 de 26-12-1961, desmembrado de Guarabira.",IBGE,ok
2505238,Cuité de Mamanguape,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Cuité de Mamanguape, pela Lei Estadual nº 5890, de 29-04-1994, alterado pela Lei Estadual nº 6424, de 27-12-1996, desmembrado de Mamanguape.","Prefeitura Municipal de Cuité de Mamanguape (PB).
IBGE",ok
2505279,Curral de Cima,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Curral de Cima, pela lei estadual nº 5930, de 29-04-1994, alterado pela lei estadual nº 6426, de 27-12-1996, desmembrado de Mamanguape.",Prefeitura Municipal de Curral de Cima,ok
2505303,Curral Velho,PB,21,12,21/12/1961,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Curral Velho, pela Lei Estadual n.º 2.655, de 21-12-1961, desmembrado de Itaporanga.",Prefeitura Municipal. 2009.,ok
2505352,Damião,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município e distrito com a denominação de Damião, pela lei estadual nº 5924, de 29-04-1994, desmembrado de Barra de Santa Rosa.",IBGE,ok
2505402,Desterro,PB,22,10,22/10/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Desterro pela lei estadual nº 2180, de 22-10-1959, desmembrado de Teixeira.",IBGE,ok
2505501,Vista Serrana,PB,17,6,17/06/1963,elevacao_municipio,media,historico,"Gentílico: vista-serranense Formação Administrativa Elevado à categoria de município e distrito com a denominação de Desterro da Malta ex povoado, pela lei estadual nº 3050, de 17-06-1963, desmembrado de Malta.",IBGE,ok
2505600,Diamante,PB,21,12,21/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Diamante, pela lei estadual nº 2655, de 21-12-1961, desmembrado de Itaporanga.",IBGE,ok
2505709,Dona Inês,PB,19,6,19/06/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Dona Inês, pela lei estadual nº 2141, de 19-06-1959, desmembrado de Bananeiras.",IBGE,ok
2505808,Duas Estradas,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Duas Estradas, pela lei estadual nº 2658, de 22-12-1961, desmembrado de Serra da Raiz.",IBGE,ok
2505907,Emas,PB,28,11,28/11/1963,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município e distrito com a denominação de Emas, pela Lei Estadual n.º 3.115, de 28-11-1963, desmembrado de Catingueira.",Emas (PB). Prefeitura. 2010.,ok
2506004,Esperança,PB,1,12,01/12/1925,elevacao_municipio,media,formacao_administrativa,"Elevado à categoria de município com a denominação de Esperança, pela Lei Estadual n.º 624, de 01-12-1925.","ESPERANÇA (PB). In: ENCICLOPÉDIA dos municípios brasileiros. Rio de Janeiro: IBGE, 1960. v. 17. p. 260-261. Disponível em: http://biblioteca.ibge.gov.br/visualizacao/livros/liv27295_17.pdf. Acesso em: 12 dez. 2024.",ok
2506103,Fagundes,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Fagundes, pela lei estadual nº 2661, de 22-12-1961, desmembrado de Campina Grande.",IBGE,ok
2506202,Frei Martinho,PB,26,12,26/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município pela lei estadual nº 2690, de 26-12-1961, desmembrado de Picuí.",IBGE,ok
2506251,Gado Bravo,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Gado Bravo pela lei estadual nº 5924, de 29-04-1994, desmembrado de Aroeiras.",IBGE,ok
2506301,Guarabira,PB,27,4,27/04/1837,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Independência, pela Lei Provincial n.º 17, de 27-04-1837.",GUARABIRA (PB). Prefeitura. 2015. Disponível em: http://www.guarabira.pb.gov.br/aspectos-gerais. Acesso em: ago. 2015.,ok
2506400,Gurinhém,PB,19,12,19/12/1958,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Gurinhém, pela lei estadual nº 2917, de 19-12-1958, desmembrado de Pilar.",IBGE,ok
2506509,Gurjão,PB,2,1,02/01/1962,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Gurjão, pela lei estadual nº 2747, de 02-01-1962, desmembrado de São João do Cariri.",IBGE,ok
2506608,Ibiara,PB,17,4,17/04/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Ibiara, pela lei estadual nº 2041, de 17-04-1959, desmembrado de Conceição.",IBGE,ok
2506707,Imaculada,PB,4,1,04/01/1965,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Imaculada , pela lei estadual nº 3253, de 04-01-1965, desmembrado de Teixeira.",IBGE,ok
2506806,Ingá,PB,3,11,03/11/1840,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Vila do Imperador, pela lei provincial nº 6, de 03-11-1840.",IBGE,ok
2506905,Itabaiana,PB,12,12,12/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município Pela lei estadual nº 2618, de 12-12-1961, desmembra do município de Itabaiana o distrito de Mogeiro.",IBGE,ok
2507002,Itaporanga,PB,11,12,11/12/1863,elevacao_vila,alta,historico,"Elevado à categoria de vila com a denominação de Misericórdia, pela lei provincial nº 104, de 11-12-1863, desmembrado de Piancó.",IBGE,ok
2507101,Itapororoca,PB,28,12,28/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Itapororoca, pela lei estadual nº 2701, de 28-12-1961, desmembrado de Mamanguape.",IBGE,ok
2507200,Itatuba,PB,1,12,01/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Itatuba, pela lei estadual nº 2603, de 01-12-1961, desmembrado de Ingá.",IBGE,ok
2507309,Jacaraú,PB,28,1,28/01/1962,instalacao,baixa,historico,Instalado em 28-01-1962.,IBGE,ok
2507408,Jericó,PB,8,5,08/05/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Jericó, pela lei estadual nº 2097, de 08-05-1959, desmembrado do Catolé do Rocha.",IBGE,ok
2507507,João Pessoa,PB,6,12,06/12/1639,fundacao,alta,historico,"A fim de estimular o progresso da cidade, instituiu prêmios para recompensar os habitantes que levantassem casas de moradia tendo fundado (a 6 de dezembro de 1639) o Morgado Salvador do Mundo, como patrimônio da Santa Casa de Misericórdia da Paraíba.",João Pessoa (PB). Prefeitura. 2010.,ok
2507606,Juarez Távora,PB,16,7,16/07/1959,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Juarez Távora, pela lei estadual nº 2146, de 16-07-1959, desmembrado de Alagoa Grande.",IBGE,ok
2507705,Juazeirinho,PB,25,7,25/07/1957,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Juazeirinho, pela lei estadual nº 1747, de 25-07-1957, desmembrado de Soledade.",IBGE,ok
2507804,Junco do Seridó,PB,22,11,22/11/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Junco do Seridó, pela lei estadual nº 2080, de 22-11-1961, desmembrado de Santa Luzia.",IBGE,ok
2507903,Juripiranga,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Juripiranga, pela lei estadual nº 2673, de 22-12-1961, desmembrado de Pilar.",IBGE,ok
2508000,Juru,PB,24,12,24/12/1961,instalacao,baixa,historico,Instalado em 24-12-1961.,IBGE,ok
2508109,Lagoa,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Lagoa, pela lei estadual nº 2663, de 22-12-1961, desmembrado de Pombal.",IBGE,ok
2508208,Lagoa de Dentro,PB,11,12,11/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município com a denominação de Lagoa de Dentro, pela lei estadual nº 2614, de 11-12-1961, desmembrado de Caiçara.",IBGE,ok
2508307,Lagoa Seca,PB,4,1,04/01/1964,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Lagoa Seca, pela lei estadual nº 3133, de 04-01-1964, desmembrado de Campina Grande.",IBGE,ok
2508406,Lastro,PB,31,8,31/08/1963,elevacao_municipio,media,historico,"Sua emancipação proporcionou-se no dia 17 de junho de 1963 e sua instalação ocorreu no dia 31 de agosto de 1963 Formação Administrativa Elevado à categoria de município e distrito com a denominação de Lastro, pela Lei Estadual nº 2048, de 17-06-1963, desmembrado de Souza.",www.cnm.org.br,ok
2508505,Livramento,PB,15,12,15/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Livramento, pela lei estadual nº 2625, de 15-12-1961, desmembrado de Taperoá.",IBGE,ok
2508554,Logradouro,PB,29,4,29/04/1994,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Logradouro, pela lei estadual nº 5916, de 29-04-1994, desmembrado de Caiçara.",IBGE,ok
2508604,Lucena,PB,22,12,22/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Lucena, pela lei estadual nº 2664, de 22-12-1961, desmembrado de Santa Rita.",IBGE,ok
2508703,Mãe d'Água,PB,26,12,26/12/1961,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Mãe d’Água, pela lei estadual nº 2686, de 26-12-1961, desmembrado de Teixeira.",IBGE,ok
2508802,Malta,PB,9,12,09/12/1953,elevacao_municipio,media,historico,"Elevado à categoria de município, com a denominação de Malta, pela lei estadual nº 985, de 09-12-1953, desmembrado de Pombal.",IBGE,ok
2508901,Mamanguape,PB,23,1,23/01/1839,elevacao_vila,alta,formacao_administrativa,"Elevado à categoria de vila com a denominação de Mamanguape, pela Lei Provincial n.º 1, de 23-01-1839.",MAMANGUAPE (PB). Prefeitura. Disponível em: https://www.mamanguape.pb.gov.br/historia/. Acesso em: 26 out. 2023.,ok
